uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,cnSampleID,cnSampleCode,collectDate,analysisDate,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release
1d8d9bf8-434b-4b52-b64e-fed0720119ee,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=,A00000007244,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ63Co4aS+OyE=,A00000005778,2018-04-24T15:54Z,2018-09-10,N,2.1,-28.2,1.61,48.91,30.4,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
b5d3dbb5-e9b9-4475-a2b4-d3d391ebf001,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=,A00000007259,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTGBon3h8I480=,A00000005782,2018-04-24T16:16Z,2018-09-10,N,-1.2,-23.9,2.5,47.12,18.8,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
5e9ccac6-74b9-415b-9e86-c261e08e6242,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=,A00000007260,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLf9PQ8dw+/Nc=,A00000005784,2018-04-24T16:54Z,2018-09-10,N,5.9,-27.7,1.47,46.51,31.6,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
25c7c06f-97c0-43b0-a499-b2c93c81674b,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr0gVPrMAWG+E=,A00000007245,xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNrUC2VaMa3MuE=,A00000005796,2018-04-25T11:21Z,2018-09-10,N,8.1,-28.7,2.89,48.75,16.9,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
cf54af1f-30bd-45c2-b9d7-ce1494378fb5,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=,A00000007246,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PXdbU4MZI0S0=,A00000005802,2018-04-25T11:55Z,2018-09-10,N,5.9,-29.1,1.56,41.47,26.6,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
925c4378-7b21-44a0-af5d-cb6f98e437c0,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25/QazCIK0oM4=,A00000007262,xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25a6rFb9Fr+m4=,A00000005806,2018-04-25T12:28Z,2018-09-10,N,5.3,-28.4,2.07,48.29,23.3,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
8837dea9-7795-4008-b021-2bcf1ca9c5d4,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUrmhSU6tu78w=,A00000007268,xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUANq4Wyz5114=,A00000005808,2018-04-25T13:35Z,2018-09-10,N,12,-29,1.99,50.19,25.2,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
635c2abd-d1be-4e75-9500-3fbc6b579012,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVrIuoCA+G6II=,A00000007266,xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVUSfBDT9v1Q0=,A00000005828,2018-04-25T13:53Z,2018-09-10,N,3.6,-31.1,1.54,49.81,32.3,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
d95c1c73-005d-43e6-8656-dc9eee5745a0,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyc4ZEAXKyFt4=,A00000007267,xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHylO1hgZCqc7A=,A00000005800,2018-04-25T14:27Z,2018-09-10,N,5.9,-28.1,3.81,50.75,13.3,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
c1929e1a-f8dd-4367-baff-aced02e956e2,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=,A00000007263,xIqeKa1cF5wwrIuSv422hnj6XHplVzshZNodegLqVUQ=,A00000005840,2018-04-26T11:30Z,2018-09-11,N,2.9,-27.6,2.24,50.23,22.5,OK,OK,OK,OK,2,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
116a32f5-0339-4983-925b-995639ef3bfe,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=,A00000007263,xIqeKa1cF5wwrIuSv422hnj6XHplVzshZNodegLqVUQ=,A00000005840,2018-04-26T11:30Z,2018-09-11,N,2.9,-27.7,2.21,50.09,22.7,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
dad8d968-dcbd-4d19-bc38-83e2dc9f5764,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrw2TsZG9cUDY=,A00000007265,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrqtEnAeD7Tm8=,A00000005834,2018-04-26T11:58Z,2018-09-11,N,4.9,-28.9,1.7,43.94,25.8,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
9a7766f2-78a0-4fad-a7c6-0cfae839be06,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+GjK3rffgfRc=,A00000007264,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+WO0qLbjadQw=,A00000005837,2018-04-26T12:56Z,2018-09-11,N,-0.7,-26,2.74,47.96,17.5,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
c78c8228-897a-4237-8c7e-f42f67579a56,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=,A00000007249,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO6tERvFbHftQ=,A00000005831,2018-04-26T14:36Z,2018-09-11,N,6.3,-28.5,1.69,41.76,24.7,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
b36d9fd9-80fe-4ddb-888b-32570de45286,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=,A00000007250,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyAVYHJihFYz8=,A00000005826,2018-04-26T14:55Z,2018-09-11,N,5.7,-30.4,1.63,38.95,23.9,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
f104d6db-967f-4189-a114-0d5f21f4c1ca,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=,A00000007251,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCA06v7k0TxCc=,A00000005824,2018-04-26T15:30Z,2018-09-11,N,7,-30.6,1.31,45.05,34.4,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
6a76903e-f819-4aec-8b50-eb457a07fdd8,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=,A00000005672,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3Y5tFT3cx7Ak=,A00000005857,2018-04-27T11:05Z,2018-09-10,N,6.9,-30.6,2.75,46.35,16.9,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
cd2bce06-25a3-4a0f-8ef6-7923ebbce097,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=,A00000007247,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNdLQiTUufHxM=,A00000005854,2018-04-27T11:35Z,2018-09-10,N,4,-28.8,2.05,49.23,24,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
6daed256-2265-4134-bf48-42ea5a7fc567,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=,A00000007247,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNdLQiTUufHxM=,A00000005854,2018-04-27T11:35Z,2018-09-10,N,4,-28.9,2.04,49.25,24.1,OK,OK,OK,OK,2,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
a9a01ea5-391f-48bf-b270-5e3e9127745a,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXBaRIowYiH6k=,A00000005673,xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXi4S9wdDG5Nk=,A00000005858,2018-04-27T11:59Z,2018-09-10,N,5.4,-29.6,1.37,44.4,32.4,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
95c4f30b-2d08-4963-a44e-5040377f623d,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=,A00000007243,xIqeKa1cF5wMpbmu91XFc/mrtqEJApmB0+IL7jKJcj0=,A00000005849,2018-04-27T13:14Z,2018-09-11,N,8.4,-26.5,3.39,50.84,15,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
7db8dc92-3f02-47d3-b707-8c43d8ec727c,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=,A00000007241,xIqeKa1cF5w1nHnXZJaXrn135RaJdyuc+Bws1VgwB5s=,A00000005843,2018-04-27T13:33Z,2018-09-11,N,4.3,-26.9,2.12,50.63,23.9,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
201b8068-77b2-4236-9b4b-d4d2a12a1827,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=,A00000007242,xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNhOa+mr0Zl+M=,A00000005846,2018-04-27T13:54Z,2018-09-11,N,5.7,-27.3,2.3,48.65,21.1,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
4e130fae-a4d5-4609-9a88-59d7f54fb8a0,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=,A00000005674,xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtIc2oey6C8kA=,A00000005865,2018-04-27T14:35Z,2018-09-10,N,1.2,-28.5,1.48,46.22,31.3,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
d72b9b86-221a-4faf-973e-15c9a0b81bfd,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=,A00000005675,xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSKWHELzVpwpY=,A00000005863,2018-04-27T15:45Z,2018-09-10,N,3.1,-28.7,2.03,46.5,22.9,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
52cf4178-da14-449c-a8f4-bf874197995f,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=,A00000007252,xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++gmUvZPnUaho=,A00000005868,2018-04-27T16:25Z,2018-09-10,N,-0.1,-28.3,1.24,47.65,38.3,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
42c912f5-cb2d-4b5b-b2ef-e699cdda2917,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=,A00000005676,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOm5Vt7VnUc3U=,A00000007008,2018-04-30T13:50Z,2018-09-10,N,5,-25.6,1.84,50.06,27.2,OK,OK,OK,OK,2,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
dcdd57df-ba04-4d90-ba59-a23d2f823119,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=,A00000005676,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOm5Vt7VnUc3U=,A00000007008,2018-04-30T13:50Z,2018-09-10,N,5,-25.7,1.89,49.8,26.4,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
c8fc703f-8585-422e-896d-5e1c5345fde2,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=,A00000005677,xIqeKa1cF5xOrWWSAns41AVTeBtlBodSTrOUidCr8EE=,A00000007005,2018-04-30T14:19Z,2018-09-10,N,6.5,-29.6,2.3,43.75,19,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
d6a6befb-9dad-4e7e-9a20-cacb9f986235,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=,A00000007236,xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLEekF1JOCYVs=,A00000005907,2018-04-30T14:23Z,2018-09-10,N,4.4,-28.2,1.72,44.83,26.1,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211221T220318Z,RELEASE-2022
133ca943-33d7-4735-a3e6-55778b2e68dc,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=,A00000005679,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykMw3z6LtmLWU=,A00000007011,2018-05-01T15:14Z,2018-09-10,N,6.3,-28.4,3.68,53.54,14.6,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211222T012352Z,RELEASE-2022
a35b370f-04d8-461b-ab9f-3fd4a1c7f709,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=,A00000005678,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMynst2tNfEvI4=,A00000005896,2018-05-01T15:20Z,2018-09-10,N,4.1,-26.8,2.44,48.91,20,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211222T012352Z,RELEASE-2022
db12c59f-9414-4f10-b31f-ba6c2001d719,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=,A00000005680,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVP+lwDZLPXF8=,A00000005900,2018-05-01T16:08Z,2018-09-10,N,5,-28.6,1.66,43.5,26.2,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211222T012352Z,RELEASE-2022
7dade8a4-5bfc-491e-8c3f-13f04a83104f,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=,A00000007239,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACJ4roAWicT04=,A00000005869,2018-05-02T12:08Z,2018-09-10,N,4.1,-27.8,1.71,48.95,28.6,OK,OK,OK,OK,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20211222T012352Z,RELEASE-2022
