uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF,publicationDate,release
e6709da1-8d6f-47f0-8715-1b12c670b2e6,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=,,2017-07-24T12:29Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2TM9SwPpPt9o=,,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=,,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2Yt5V+pUiTkk=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
93eceb31-8a96-463a-a8ca-a04e8ae7c04a,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,,2017-07-24T13:06Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk18recdnuMUehunN/NlpHPvs6cmKLR97Hmk=,,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,,HvxvVDlCk18recdnuMUehunN/NlpHPvsq7aM3WxxYM0=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
f00e6522-6a1c-41c1-9126-840567f8e7fe,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=,,2017-07-24T15:09Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhR45gOlfojzUk=,,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRtx+LCXQyZWQ=,,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRHEsSl3TVxwM=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
487c4678-dff7-49d3-b70b-d9289883b525,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=,,2017-07-25T13:28Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1qp8ukYnPs5Y=,,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oJmhmKxzDCY=,,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1uKGoRzt3DtU=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
97600ca6-e47c-4665-bdf1-4dfb700908fb,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=,,2017-07-25T13:29Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl0x6dA5X4eE=,,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcxBJk92JCu1ErBe8+n81eiw==,,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcvPsxf3ugzR4=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
067511d6-b7d8-4618-90c5-9c1e947b3a62,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=,,2017-07-25T14:26Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNsG0EH30eQsE=,,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNKVYrgd/2kEY=,,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNRuxYDDyqCro=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
6d4f35d1-79fd-48a0-aa3b-c6cbd226c78d,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=,,2017-07-25T16:57Z,2017-07-25T22:00Z,2017-07-30T22:00Z,OK,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0a8YdujV1OoA4=,,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0aEQ9c64G813o=,,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0azL4rC1E4FeU=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
aa26c2f9-64c0-445f-af29-fc5e57b5ec39,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=,,2017-07-26T13:50Z,2017-07-26T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzEQRhUxfyE60=,,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWziHTr/14x71s=,,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzq+Rg3GyIyv4=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
9545e666-4a8d-4011-9cdc-90d31c670161,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzjRrqnIHDlKA=,,2017-07-26T15:52Z,2017-07-30T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlz6KJecjE+abQ=,,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzEEwfXuIEu8s=,,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzTiBjMjWudZM=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
084140ed-a380-4a36-8782-78266c955a87,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxjm4EVnGl/t4=,,2017-07-26T17:54Z,2017-07-26T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk1+KVx888dV2UvUKxPneZWVx0PTs0M0kRXg=,,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxwQsuDXfTVwE=,,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxzMSLG5vpGDY=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
df785af1-12bb-4c39-b6cc-5dcbc7a7f467,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=,,2017-07-27T14:24Z,2017-07-27T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6hpMY5nqFRBU=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6tOEbWMwSyvQTdeYfY2sWfQ==,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6msNYha2SmeA=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
fea23fdb-8d53-4f57-9d12-b16c69697a12,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=,,2017-07-27T16:32Z,2017-07-30T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MzOqJf7o0ag=,,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6a6JhtvkGOPhroCveMhop6w==,,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6nKDWga8Nl6o=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
c9288249-b195-413d-b4f3-177d5dd8d915,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=,,2017-07-28T05:10Z,2017-07-30T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+UyGJEQJ3Fv4=,,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+RsjbOIWH67gvl0CWzsNFpw==,,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+fQCwJqWuSbI=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
2746bd01-b561-4154-8898-4a43b0de2d07,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=,,2017-07-28T13:30Z,2017-07-30T23:45Z,2017-08-04T17:35Z,OK,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3QEhvK8cXb/Y=,,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3I4tpEEK9kNTlzk6kM/79Pw==,,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3f3zzA74XhLY=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
8015cb33-1bd4-4ab0-8b9d-2565f7d7e070,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=,,2017-07-28T14:47Z,2017-07-30T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3+nXIerncPeY=,,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3MNYfliFxqUQ=,,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3NsY3YWrzkzg=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
38a94c47-d27c-4d38-8187-ccd8b5f85737,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=,,2017-07-28T15:15Z,2017-07-30T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJkkDypV3XBH8=,,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJB2iu8N4eZbY=,,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJk2E+sufd2nE=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
7d6ccff9-6b13-4436-93d1-62af3d70feb0,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,,2017-07-28T19:35Z,2017-07-30T23:45Z,2017-08-04T17:25Z,OK,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds8WbQEwjIvF0=,,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsoQOxxD+UdycLiIeZBzPmoQ==,,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsiNiVJY30v/A=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
5b586d2c-1c23-4b3f-a845-c8c5f11cf9e3,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=,,2017-07-31T14:15Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5gRY28CnJY0IA=,,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5gQNOK5Dvb9vE=,,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g2ptblZes7x8=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
27cb3d8d-02e8-4b56-bd42-559add01a624,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=,,2017-07-31T15:20Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk18ush1BqjuQDS9DQaX44Xwv3C/GzqwhaXU=,,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvfNXrbI6sLYM=,,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvrHU584I0i3o=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
c99e59c5-74ef-4955-b24f-952a40d4af15,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=,,2017-07-31T16:45Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNv4mRdQCh/2xw=,,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvYrZNFrTZ+h+JOCkjfHp0zw==,,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvRM/+2+PYOS8=,,,,imatlock@field-ops.org,,,20211222T010542Z,RELEASE-2022
673912b3-3a6f-4a8a-abc1-0f798d462cd6,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=,,2017-08-01T13:20Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqR2rnWbD7TfCU=,,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRHfJdTYlfzuCfIghwwwUOow==,,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqR6EHjHyTcB6E=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
cec12c64-f5d4-490e-90b1-b690fd04c4e9,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=,,2017-08-01T14:15Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASDofCxUQwq0I=,,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASSmnEBQOcc8U=,,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASwv+bT4YE6yY=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
edc98445-bb14-4bf8-b8a8-e50682f9ef7d,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=,,2017-08-01T18:05Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19LcyNt9GpiizHsoykg80ZnUxo5oWB+xz4=,,HvxvVDlCk19LcyNt9GpiizHsoykg80ZnIGXxFEtwc58=,,HvxvVDlCk19LcyNt9GpiizHsoykg80ZnNSdFOL86jjY=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
243abcde-b493-43da-a73b-5bd053d920dd,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iIgr5dxxPImk=,,2017-08-01T18:44Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iN2dWqp6j/L0=,,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iAcLH3N07Pac=,,HvxvVDlCk19LcyNt9Gpii5g5y6jx981isjXwD1P4IsA=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
fffeb25f-9d78-48d3-9fbb-086c67077acb,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=,,2017-08-01T20:14Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7bHRJXOcWnEM=,,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7t5nOzAtP6C4=,,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7ePeB1Zj+5YM=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
2b93e984-db5f-4f6b-b9a6-cf916f8efb73,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=,,2017-08-01T21:20Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p+lcDb2sY94c=,,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p0JYcdasinSA=,,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5ps05BojLSGV8=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
25b7e64e-bbfd-4855-b05b-bd9a88f01cf6,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=,,2017-08-02T14:00Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1///5x2e0+GBQoeE/PusmmqHMOI7aYCY/g=,,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmqh53/ogMH6X6Pl7pBIbygsw==,,HvxvVDlCk1///5x2e0+GBQoeE/PusmmqrvmutHG3xbs=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
6da57778-b0a1-490a-b320-410c8aec96bc,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=,,2017-08-02T17:40Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkE037OG5yVlQ=,,HvxvVDlCk19wFqR6DOcuD956vK5ubnMk8K4Y+4pfL1aAe9TohQ/sHw==,,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkCn7b2hbMD4A=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
328de463-d7b3-480d-90d3-a544c994017b,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=,,2017-08-02T18:40Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXxzLkI8MFVcs=,,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXA4w/xRNI/LY=,,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXaS+qIx5cRok=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
630eff28-cfd6-41d1-be38-9ac2a8cfcdd7,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=,,2017-08-02T19:32Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHsU1l1GGXRwo=,,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHEohen7BD8PQ=,,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHE6APUrrm4s8=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
0d2d0cf9-fc2e-424d-bf6a-b7b0e3c406f3,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=,,2017-08-03T02:40Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphj5eFW9jZ8jA=,,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphbeunboksuNM=,,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphwDr4Oknx0s8=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
0c4914a3-4711-486d-970b-126dcacecd71,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv97pyHjjtirpY=,,2017-08-03T03:15Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv94lEQiqVA78Q=,,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv911eMbci8D10=,,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv930AN+VRjQY0=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
e58a570b-7050-4547-8476-83dd84d39b0e,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11XV8Ce9pi0ok=,,2017-08-03T06:31Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11xw1LskRAPUA=,,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11fPNeZGoEbVY=,,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11CCIbTZ2be0A=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
390bce45-b176-4b21-86cb-de547020fcbd,SCBI_006.basePlot.cfc,D02,SCBI,SCBI_006,distributed,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QWHs8qOOPWoY=,,2017-08-03T13:00Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QM00Vj/1LHHU=,,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/Q71NlW0E9tmA=,,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QF9LS3t3zVuc=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
304e13cd-a414-4309-8f3e-7b913d715998,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7m6HIQuCRp2Fo=,,2017-08-03T15:30Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7mqyqPqhdEksI=,,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7mkEmYgsRGdd4=,,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7mplnf/qIIPT4=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
5e6894f4-f288-41f5-8731-b3ef6776bd3f,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4LYzPYLJBsTk=,,2017-08-03T19:00Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4xy77nxb0lKg=,,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4204cASyS9WA=,,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4+4630z82zzU=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
de464e70-e920-4091-bd49-2e983be61888,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6I2JbqHTaCf8=,,2017-08-03T19:00Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6hc8CAtdcGio=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6AYDPrnpCAGfGwM24XKjIWQ==,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6cVZxUpbtAOc=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
90df21df-20c0-47a0-a80c-beb8c035eb03,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnbGqpeDhNgXU=,,2017-08-03T20:17Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnU3pQPBQQRDs=,,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsn+yxb+iHiNBI0hdIMg/XIVw==,,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnPDgejj7j9JY=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
a5a850eb-edc1-4d38-9fa4-4dd5fbadefda,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGF2GJcslaE7s=,,2017-08-04T14:50Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGdL874MO9wm8=,,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGvDuiRSekTrM=,,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGEYf6aAGh3Tw=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
bdd20726-f8c7-4eb2-9b35-5d9008a37300,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk18RCYUymFO3oBl5vr796w3lPmNA67uCTbc=,,2017-08-04T15:35Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk18RCYUymFO3oBl5vr796w3lRVgzqAxO710=,,HvxvVDlCk18RCYUymFO3oBl5vr796w3l3K00AYRIBVnLVKgLgPQzmA==,,HvxvVDlCk18RCYUymFO3oBl5vr796w3l735pcp1fee4=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
db9ba62a-ae58-4237-aa2e-25657b50a185,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nnsQqszjmR7+HQ=,,2017-08-04T16:40Z,2017-08-04T18:45Z,2017-08-11T18:10Z,OK,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nnsnqJ5rhMJrtk=,,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nns75q6Uu5e4p+PwHGAn8T1oQ==,,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nns4JHf5mgY0r0=,,,,imatlock@field-ops.org,,,20211221T200933Z,RELEASE-2022
3c926f75-2b79-47f9-984e-594109c090ca,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=,A00000005671,2018-04-24T12:12Z,2018-04-24T18:50Z,2018-04-27T19:20Z,OK,xIqeKa1cF5wqK55/3DYW1xzc8KY/0EtenRKEg4C2An4=,A00000005787,xIqeKa1cF5wqK55/3DYW1xzc8KY/0Eteh6W6SAHNOcgSZ6E4NFXjkg==,A00000005788,xIqeKa1cF5wqK55/3DYW1xzc8KY/0Ete1V/xC9Q6I4U=,A00000005786,,,tvelazquez-rojas@battelleecology.org,,,20211221T220318Z,RELEASE-2022
289cca1e-0894-4fbb-9f3f-8b3d3344bf57,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=,A00000007222,2018-04-24T12:50Z,2018-04-24T18:53Z,2018-04-27T19:20Z,OK,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmsvJAzWAUQEE=,A00000005791,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm+McOfQnrNiY=,A00000005789,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmK1l0s8tZm0E=,A00000005790,,,tvelazquez-rojas@battelleecology.org,,,20211221T220318Z,RELEASE-2022
