uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,ligninPercent,cellulosePercent,measurementQF,accuracyQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release
1980a50c-5631-41e6-81a1-a6ac6717cdb5,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,,2017-07-24T13:06Z,2017-12-28,2,0.498,17.17,19.41,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
ce0221e7-705a-4c09-806a-26bc1aa356e9,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=,,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRtx+LCXQyZWQ=,,2017-07-24T15:09Z,2017-12-28,1,0.463,13.23,21.41,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
50a518cc-377e-49ee-be86-d1d8e677db6c,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=,,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oJmhmKxzDCY=,,2017-07-25T13:28Z,2017-12-28,1,0.478,16.3,14.53,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
e77d5bef-ee6f-4baf-9e82-4b7e51a72509,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=,,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcxBJk92JCu1ErBe8+n81eiw==,,2017-07-25T13:29Z,2017-12-28,1,0.526,16.52,22.98,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
0f0ab703-3d46-4ec9-9052-e01e8cc12f30,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=,,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNKVYrgd/2kEY=,,2017-07-25T14:26Z,2017-12-28,1,0.489,24.84,19.7,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
bf4d113c-4c44-403b-9992-2a40a81b7032,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=,,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0aEQ9c64G813o=,,2017-07-25T16:57Z,2017-12-29,1,0.518,13.15,15.6,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
096564e5-3784-4f6f-9b4a-1e05173ffe52,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=,,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWziHTr/14x71s=,,2017-07-26T13:50Z,2017-12-29,1,0.494,19.48,18.72,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
a48d0e72-8dd7-43b6-a9ed-160e8565fc3d,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzjRrqnIHDlKA=,,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzEEwfXuIEu8s=,,2017-07-26T15:52Z,2017-12-29,1,0.519,29.98,24.64,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
548deb55-4756-4e86-8432-3e9c50f669f4,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxjm4EVnGl/t4=,,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxwQsuDXfTVwE=,,2017-07-26T17:54Z,2017-12-29,1,0.494,17.86,16.27,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
c3e56fe6-a09d-4ce3-820d-2625b3b7726e,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6tOEbWMwSyvQTdeYfY2sWfQ==,,2017-07-27T14:24Z,2017-12-29,1,0.502,17.21,17.44,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
c289a2ca-207f-47db-8a92-b678e6df4e54,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=,,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6a6JhtvkGOPhroCveMhop6w==,,2017-07-27T16:32Z,2017-12-29,1,0.499,21.04,21.67,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
ba86c38f-9c67-4953-86fe-127146295384,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=,,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+RsjbOIWH67gvl0CWzsNFpw==,,2017-07-28T05:10Z,2017-12-29,1,0.486,16.69,14.5,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
57ad6cb5-d11b-4911-acd7-5a4c931fb10d,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=,,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3I4tpEEK9kNTlzk6kM/79Pw==,,2017-07-28T13:30Z,2017-12-28,1,0.483,15.53,23.03,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
249f2d88-38c2-4f41-a5e3-1d95766fe711,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=,,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3MNYfliFxqUQ=,,2017-07-28T14:47Z,2017-12-28,1,0.503,16.39,17.43,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
5c955f1f-59b8-4609-b85b-9d9b9a3e0076,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=,,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJB2iu8N4eZbY=,,2017-07-28T15:15Z,2017-12-28,1,0.475,19.41,19.5,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
a040fcfe-ef6e-4242-aa8e-c9b2f7e7043e,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsoQOxxD+UdycLiIeZBzPmoQ==,,2017-07-28T19:35Z,2017-12-29,2,0.531,17.31,26.25,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
725a7246-b4ec-4d0b-b66c-8d289e207992,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,,HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsoQOxxD+UdycLiIeZBzPmoQ==,,2017-07-28T19:35Z,2017-12-29,1,0.476,17.53,26.77,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
abf65837-6eb0-447f-b40a-2bf1d577f633,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=,,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5gQNOK5Dvb9vE=,,2017-07-31T14:15Z,2017-12-29,1,0.477,27.5,19.91,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
b99abadb-676d-42d7-99f5-38f42540d952,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=,,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvfNXrbI6sLYM=,,2017-07-31T15:20Z,2017-12-29,1,0.452,17.5,21.68,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
e4898fc8-3668-48a2-9b99-4f7bf93c2ebc,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=,,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvYrZNFrTZ+h+JOCkjfHp0zw==,,2017-07-31T16:45Z,2017-12-29,1,0.535,26.14,21.48,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211222T010542Z,RELEASE-2022
7515274c-6399-4dab-bc61-f06d7fa16eca,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=,,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRHfJdTYlfzuCfIghwwwUOow==,,2017-08-01T13:20Z,2017-12-28,1,0.492,23.33,20.29,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
81cc64f5-1cef-4912-b767-302f1d047153,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=,,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASSmnEBQOcc8U=,,2017-08-01T14:15Z,2017-12-28,1,0.5,17.04,17.22,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
128b8b9f-6a4b-455c-9328-6f2dbf6217bc,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=,,HvxvVDlCk19LcyNt9GpiizHsoykg80ZnIGXxFEtwc58=,,2017-08-01T18:05Z,2017-12-29,1,0.465,12.28,30.16,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
310b28d3-e3f9-46ce-9a05-2208aa83aa71,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iIgr5dxxPImk=,,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iAcLH3N07Pac=,,2017-08-01T18:44Z,2017-12-29,1,0.481,16.34,23.94,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
36d6c211-beec-4459-b230-6d11ba1e6213,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=,,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7t5nOzAtP6C4=,,2017-08-01T20:14Z,2017-12-28,1,0.487,29.01,19.25,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
59173c50-b6e1-439a-9573-8189b4dc1bae,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=,,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p0JYcdasinSA=,,2017-08-01T21:20Z,2017-12-29,1,0.52,21.16,24.75,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
d07ef59e-cbc4-4a47-806b-b7f69beda654,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=,,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmqh53/ogMH6X6Pl7pBIbygsw==,,2017-08-02T14:00Z,2017-12-29,1,0.47,28.68,16.74,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
b1c4af76-3acd-47e7-ba37-f25d38d3d4fe,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=,,HvxvVDlCk19wFqR6DOcuD956vK5ubnMk8K4Y+4pfL1aAe9TohQ/sHw==,,2017-08-02T17:40Z,2018-01-10,1,0.477,9.96,17.44,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
40cfa8ff-b79c-49ce-aa81-b27f703d4674,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=,,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXA4w/xRNI/LY=,,2017-08-02T18:40Z,2017-12-29,1,0.492,10.93,21.44,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
3ffb912a-ca8a-4de5-9ca9-768422708b82,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=,,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHEohen7BD8PQ=,,2017-08-02T19:32Z,2017-12-29,1,0.518,18.98,21.44,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
d3c689b9-aa8a-4def-a591-5db218d46d92,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=,,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphbeunboksuNM=,,2017-08-03T02:40Z,2017-12-29,1,0.519,14.49,16.79,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
0f856840-9384-4469-bff3-914f25c5f722,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv97pyHjjtirpY=,,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv911eMbci8D10=,,2017-08-03T03:15Z,2017-12-29,1,0.518,19.51,21.88,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
3435f079-a013-4828-b834-af945797acac,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11XV8Ce9pi0ok=,,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11fPNeZGoEbVY=,,2017-08-03T06:31Z,2017-12-28,1,0.492,26.51,21.16,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
978c9c27-e9ec-442c-a07a-05e5719d2da0,SCBI_006.basePlot.cfc,D02,SCBI,SCBI_006,distributed,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QWHs8qOOPWoY=,,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/Q71NlW0E9tmA=,,2017-08-03T13:00Z,2017-12-28,1,0.534,18.73,35.44,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
3310c167-6821-4642-8332-6b0e0c4de3f6,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7m6HIQuCRp2Fo=,,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7mkEmYgsRGdd4=,,2017-08-03T15:30Z,2017-12-28,1,0.459,20.27,24.49,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
b4c640b9-16ee-4560-b54b-a44bc625600a,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6I2JbqHTaCf8=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6AYDPrnpCAGfGwM24XKjIWQ==,,2017-08-03T19:00Z,2017-12-29,1,0.513,15.15,20.41,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
46eee3b3-5864-474f-aa3b-1f2d07e24db2,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4LYzPYLJBsTk=,,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4204cASyS9WA=,,2017-08-03T19:00Z,2017-12-28,1,0.545,8.55,39.13,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
a54926aa-264c-4b10-ba7f-bf3c762131e1,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnbGqpeDhNgXU=,,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsn+yxb+iHiNBI0hdIMg/XIVw==,,2017-08-03T20:17Z,2017-12-28,1,0.526,12.71,25.29,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
6877a9f5-b17a-4be2-bb71-82c2315e9e6c,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGF2GJcslaE7s=,,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGvDuiRSekTrM=,,2017-08-04T14:50Z,2017-12-28,1,0.513,26.64,18.93,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
3698765b-4872-4909-a32e-47c722249b86,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk18RCYUymFO3oBl5vr796w3lPmNA67uCTbc=,,HvxvVDlCk18RCYUymFO3oBl5vr796w3l3K00AYRIBVnLVKgLgPQzmA==,,2017-08-04T15:35Z,2017-12-28,1,0.465,24.87,21.12,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
4ef80cc8-2ddd-4cc3-868d-be28eb5fdb9b,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nnsQqszjmR7+HQ=,,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nns75q6Uu5e4p+PwHGAn8T1oQ==,,2017-08-04T16:40Z,2017-12-28,1,0.498,16.99,24.96,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,bKF36824dpcABkIQiw5BLQ==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T200933Z,RELEASE-2022
50a68a37-69e2-4820-8655-49fb55239c7e,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=,A00000005671,xIqeKa1cF5wqK55/3DYW1xzc8KY/0Eteh6W6SAHNOcgSZ6E4NFXjkg==,A00000005788,2018-04-24T12:12Z,2018-06-22,1,0.501,8.5,23.75,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T220318Z,RELEASE-2022
7031d17b-afec-4748-8553-f815a919c0df,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=,A00000007222,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm+McOfQnrNiY=,A00000005789,2018-04-24T12:50Z,2018-06-22,1,0.495,11.44,25.06,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T220318Z,RELEASE-2022
2a83670f-68da-4dd8-af9d-2bc4a6a9b00a,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=,A00000007235,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSPbgEC71ARkY=,A00000005793,2018-04-24T13:16Z,2018-06-22,1,0.513,9.6,18.15,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T220318Z,RELEASE-2022
c662c77d-dae5-47f8-961b-fe35d9eea04b,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=,A00000007244,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQF68pyLK3xfk=,A00000005777,2018-04-24T15:54Z,2018-06-21,1,0.527,23.61,19.25,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T220318Z,RELEASE-2022
0cadf544-9771-43c5-9dc3-0d75713efe48,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=,A00000007259,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTT7VJwL1nOCw=,A00000005780,2018-04-24T16:16Z,2018-06-21,1,0.531,10.08,15.92,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T220318Z,RELEASE-2022
aa11162d-f75b-4a35-b08e-9b4b3b5036c7,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=,A00000007260,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLaIixv0feLXbTI5SVQntVdg==,A00000005781,2018-04-24T16:54Z,2018-06-21,1,0.505,19.46,20.91,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T220318Z,RELEASE-2022
