uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyPosition,canopyStatus,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release
444cee9d-7d82-4854-9800-ad4bb7e221c0,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,evergreenForest,WGS84,17.969254,-66.85267,20.1,131.1,0.11,NEON.DOC.001024vE,2018-04-26T11:30Z,2018-05-11,,31,Woody individual,pole pruner,xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=,A00000007263,,xIqeKa1cF5wwrIuSv422hnj6XHplVzshIyJ7NkA32zs=,B00000013153,,,,,,,,Y,04332,NEON.PLA.D04.GUAN.04332,BUSI,Bursera simaruba (L.) Sarg.,OK,,,5.2,,,,,,gtavarez@battelleecology.org,amegill@battelleecology.org,Point 41 Stem dist 6.6 Azim 125.2,,20211221T220318Z,RELEASE-2022
f5992df5-cd88-47c9-aab2-8c7bcfdc3547,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,evergreenForest,WGS84,17.969254,-66.85267,20.1,131.1,0.11,NEON.DOC.001024vE,2018-04-26T11:58Z,2018-05-11,,31,Woody individual,pole pruner,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrw2TsZG9cUDY=,A00000007265,,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrJrtjlC5uGO4=,B00000013154,,,,,,,,Y,04334,NEON.PLA.D04.GUAN.04334,BUBU,Bucida buceras L.,OK,,,3.5,,,,,,gtavarez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
ef2b50bb-6397-4166-a5b4-76ae9a0bca3b,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,evergreenForest,WGS84,17.969254,-66.85267,20.1,131.1,0.11,NEON.DOC.001024vE,2018-04-26T12:56Z,2018-05-11,,31,Woody individual,pole pruner,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+GjK3rffgfRc=,A00000007264,,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq++tscuHLWp0k=,B00000013155,,,,,,,,N,08788Z,NEON.PLA.D04.GUAN.08788Z,PIAC,Pictetia aculeata (Vahl) Urb.,OK,,,7,,,,,,gtavarez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
5689b3ed-1e96-45a5-ae64-aa89225484b9,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,evergreenForest,WGS84,17.972768,-66.851235,20.1,149.5,0.14,NEON.DOC.001024vE,2018-04-26T14:36Z,2018-05-11,,31,Woody individual,pole pruner,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=,A00000007249,,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbOxijluNTl8w+/sKiTi/gXgg==,B00000013152,,,,,,,,Y,04562,NEON.PLA.D04.GUAN.04562,BOSU2,Bourreria succulenta Jacq.,OK,,,6.2,,,,,,gtavarez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
b4b6d81a-8ae5-4e7e-89b0-8d519cb1de2c,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,evergreenForest,WGS84,17.972768,-66.851235,20.1,149.5,0.14,NEON.DOC.001024vE,2018-04-26T14:55Z,2018-05-11,,31,Woody individual,pole pruner,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=,A00000007250,,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOytye/63qwOOM=,B00000013150,,,,,,,,Y,04566,NEON.PLA.D04.GUAN.04566,BUBU,Bucida buceras L.,OK,,,5.2,,,,,,gtavarez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
a8331539-4e08-4797-859f-e00809663923,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,evergreenForest,WGS84,17.972768,-66.851235,20.1,149.5,0.14,NEON.DOC.001024vE,2018-04-26T15:30Z,2018-05-11,,31,Woody individual,pole pruner,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=,A00000007251,,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCgxqB/LlpttU=,B00000013151,,,,,,,,N,08869Z,NEON.PLA.D04.GUAN.08869Z,EURH,Eugenia rhombea (Berg) Krug & Urb.,OK,,,6.2,,,,,,gtavarez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
ff01c913-cd6c-4dcf-a455-0405066069eb,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,evergreenForest,WGS84,17.972832,-66.857711,20.1,172.4,0.17,NEON.DOC.001024vE,2018-04-27T11:05Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=,A00000005672,,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3cS7ns4IwpObxiuNuak/ABg==,B00000013109,,,,,,,,Y,02782A,NEON.PLA.D04.GUAN.02782A,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,,,4.5,,,,,,ajimenez@battelleecology.org,lapontediaz@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
b710b1d9-778b-4a0e-82c2-483f282e4bf3,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,evergreenForest,WGS84,17.972832,-66.857711,20.1,172.4,0.17,NEON.DOC.001024vE,2018-04-27T11:35Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=,A00000007247,,xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuN+Kp8JVGhNlU=,B00000013108,,,,,,,,Y,02440,NEON.PLA.D04.GUAN.02440,BUSI,Bursera simaruba (L.) Sarg.,OK,,,6,,,,,,ajimenez@battelleecology.org,lapontediaz@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
54d3be2a-34d9-4510-aba0-8ea8f2540864,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,evergreenForest,WGS84,17.972832,-66.857711,20.1,172.4,0.17,NEON.DOC.001024vE,2018-04-27T11:59Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXBaRIowYiH6k=,A00000005673,,xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXz+QPwLU4t/A=,B00000013126,,,,,,,,Y,02790,NEON.PLA.D04.GUAN.02790,BUBU,Bucida buceras L.,OK,,,5.3,6,,,,,ajimenez@battelleecology.org,lapontediaz@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
7ef63a2a-8cb6-4c50-b3cf-3a0c5f4332de,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,evergreenForest,WGS84,17.973138,-66.861701,20.1,181,0.17,NEON.DOC.001024vE,2018-04-27T13:14Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=,A00000007243,,xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBpUlOyHfILqVDcyipsNgY8g==,B00000013125,,,,,,,,Y,02073,NEON.PLA.D04.GUAN.02073,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,,,5.7,,,,,,ajimenez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
bef42951-7362-4515-9ae0-d5d47ea7e597,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,evergreenForest,WGS84,17.973138,-66.861701,20.1,181,0.17,NEON.DOC.001024vE,2018-04-27T13:33Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=,A00000007241,,xIqeKa1cF5w1nHnXZJaXrn135RaJdyucjQJwFP93Ivg=,B00000013123,,,,,,,,Y,02069,NEON.PLA.D04.GUAN.02069,BUSI,Bursera simaruba (L.) Sarg.,OK,,,6.9,,,,,,ajimenez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
74b5f512-dcc6-42c9-a76c-72cea8ed28e0,GUAN_003.basePlot.cfc,D04,GUAN,GUAN_003,distributed,evergreenForest,WGS84,17.973138,-66.861701,20.1,181,0.17,NEON.DOC.001024vE,2018-04-27T13:54Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=,A00000007242,,xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNpLZ8OtVLx78=,B00000013124,,,,,,,,N,08877Z,NEON.PLA.D04.GUAN.08877Z,AMEL,Amyris elemifera L.,OK,,,5.6,,,,,,ajimenez@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
2da46518-0092-44e2-ae75-aabc41af67f3,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,evergreenForest,WGS84,17.972442,-66.871318,20.1,175.2,0.1,NEON.DOC.001024vE,2018-04-27T14:35Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=,A00000005674,,xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtqUhObs9FVZ3RGbeGP04lqA==,B00000013122,,,,,,,,Y,05287,NEON.PLA.D04.GUAN.05287,BOSU2,Bourreria succulenta Jacq.,OK,,,3.7,,,,,,amegill@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
4b103683-5a13-42b1-b443-a34184135aa1,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,evergreenForest,WGS84,17.972442,-66.871318,20.1,175.2,0.1,NEON.DOC.001024vE,2018-04-27T15:45Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=,A00000005675,,xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSVex0PazLWEc=,B00000013121,,,,,,,,N,08870Z,NEON.PLA.D04.GUAN.08870Z,AMEL,Amyris elemifera L.,OK,,,2.4,,,,,,amegill@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
7e582d21-bc61-43c9-9f63-887aa0010888,GUAN_010.basePlot.cfc,D04,GUAN,GUAN_010,distributed,evergreenForest,WGS84,17.972442,-66.871318,20.1,175.2,0.1,NEON.DOC.001024vE,2018-04-27T16:25Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=,A00000007252,,xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++VH0Npb4O/1E=,B00000013120,,,,,,,,N,08786Z,NEON.PLA.D04.GUAN.08786Z,COKR,Coccoloba krugii Lindau,OK,,,3.7,,,,,,amegill@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
444261be-e65e-46db-82ff-c524af1ba375,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,evergreenForest,WGS84,17.967743,-66.864301,20.1,122.4,0.15,NEON.DOC.001024vE,2018-04-30T13:50Z,2018-05-10,,23,Woody individual,pole pruner,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=,A00000005676,,xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOVPKIftTr4kE=,B00000013148,,,,,,,,Y,08289,NEON.PLA.D04.GUAN.08289,BUSI,Bursera simaruba (L.) Sarg.,OK,,,5.7,,,,,,amegill@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
03112a1f-cec3-4bf2-bd8e-3112ba6668fb,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,evergreenForest,WGS84,17.967743,-66.864301,20.1,122.4,0.15,NEON.DOC.001024vE,2018-04-30T14:19Z,2018-05-10,,23,Woody individual,pole pruner,xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=,A00000005677,,xIqeKa1cF5xOrWWSAns41AVTeBtlBodS1la5liPmXmS+h4imiTVvng==,B00000013147,,,,,,,,Y,01201,NEON.PLA.D04.GUAN.01201,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,,,2.8,0.4,,,,,amegill@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
cc9ddfde-4b81-4f5d-8c22-4e51fcfd752f,GUAN_049.basePlot.cfc,D04,GUAN,GUAN_049,tower,evergreenForest,WGS84,17.967743,-66.864301,20.1,122.4,0.15,NEON.DOC.001024vE,2018-04-30T14:23Z,2018-05-10,,23,Woody individual,pole pruner,xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=,A00000007236,,xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLIRaaEx/mons=,B00000013119,,,,,,,,Y,01211,NEON.PLA.D04.GUAN.01211,BUBU,Bucida buceras L.,OK,,,5,,,,,,amegill@battelleecology.org,amegill@battelleecology.org,"",,20211221T220318Z,RELEASE-2022
1ec585a2-262c-4d47-8d77-a8df16e9f163,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,evergreenForest,WGS84,17.96911,-66.864276,20.1,130.1,0.12,NEON.DOC.001024vE,2018-05-01T15:14Z,2018-05-10,,21,Woody individual,pole pruner,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=,A00000005679,,xIqeKa1cF5wQKeCfvLWXTiz29J8MM1yk2gSLx97r7wA8CI/ptsgb/A==,B00000013145,,,,,,,,Y,03365,NEON.PLA.D04.GUAN.03365,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,,,4.1,,,,,,amegill@battelleecology.org,gtavarez@battelleecology.org,,,20211222T012352Z,RELEASE-2022
865e0f19-6086-4e86-a97b-40cf91ea520b,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,evergreenForest,WGS84,17.96911,-66.864276,20.1,130.1,0.12,NEON.DOC.001024vE,2018-05-01T15:20Z,2018-05-10,,21,Woody individual,pole pruner,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=,A00000005678,,xIqeKa1cF5wb8aZre4hFDZNYcieXCGMympjnKbl0xDE=,B00000013146,,,,,,,,Y,05593,NEON.PLA.D04.GUAN.05593,BUSI,Bursera simaruba (L.) Sarg.,OK,,,4.2,,,,,,amegill@battelleecology.org,gtavarez@battelleecology.org,,,20211222T012352Z,RELEASE-2022
4ea092b5-1bb5-41e8-abc8-8bcceeadee46,GUAN_048.basePlot.cfc,D04,GUAN,GUAN_048,tower,evergreenForest,WGS84,17.96911,-66.864276,20.1,130.1,0.12,NEON.DOC.001024vE,2018-05-01T16:08Z,2018-05-10,,21,Woody individual,pole pruner,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=,A00000005680,,xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVR+pSoY6tUuA=,B00000013144,,,,,,,,Y,03369,NEON.PLA.D04.GUAN.03369,BUBU,Bucida buceras L.,OK,,,4.7,,,,,,amegill@battelleecology.org,gtavarez@battelleecology.org,,,20211222T012352Z,RELEASE-2022
eeb9e079-00d5-4294-abd1-80960862b8d7,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,evergreenForest,WGS84,17.968745,-66.88045,20.2,161.3,0.22,NEON.DOC.001024vE,2018-05-02T12:08Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=,A00000007239,,xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACgc/e9IEfj2s=,B00000013104,,,,,,,,Y,04171,NEON.PLA.D04.GUAN.04171,BUSI,Bursera simaruba (L.) Sarg.,OK,,,5.1,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
1401083c-284a-4d0e-ab2c-254b8744fcd3,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,evergreenForest,WGS84,17.968745,-66.88045,20.2,161.3,0.22,NEON.DOC.001024vE,2018-05-02T12:25Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=,A00000007240,,xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9L20pEkDImJMWUChmmM3Kyw==,B00000013102,,,,,,,,Y,04181,NEON.PLA.D04.GUAN.04181,PIAL3,Pisonia albida (Heimerl) Britton ex Standl.,OK,,,3,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
6b1b5dc2-1ad1-4f23-ab0e-1a8d7edc571e,GUAN_005.basePlot.cfc,D04,GUAN,GUAN_005,distributed,evergreenForest,WGS84,17.968745,-66.88045,20.2,161.3,0.22,NEON.DOC.001024vE,2018-05-02T12:57Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=,A00000007254,,xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWsp5C/2oueRI=,B00000013103,,,,,,,,Y,04185,NEON.PLA.D04.GUAN.04185,BUSI,Bursera simaruba (L.) Sarg.,OK,,,2.6,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
8023b80c-6a0a-4cf4-9b49-32997d3b467c,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,evergreenForest,WGS84,17.963818,-66.875667,20.1,98.9,0.19,NEON.DOC.001024vE,2018-05-02T13:49Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=,A00000007238,,xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZjPdAiU+2Rtw=,B00000013106,,,,,,,,Y,04232,NEON.PLA.D04.GUAN.04232,BUSI,Bursera simaruba (L.) Sarg.,OK,,,3.2,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
7c77bfc0-5aa6-4e34-9e85-614548e41e97,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,evergreenForest,WGS84,17.963818,-66.875667,20.1,98.9,0.19,NEON.DOC.001024vE,2018-05-02T13:58Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=,A00000007253,,xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+o7lMODdkH7I=,B00000013105,,,,,,,,Y,04234,NEON.PLA.D04.GUAN.04234,GUOF,Guaiacum officinale L.,OK,,,3.9,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
ecc8678c-c424-40ac-bc1d-cd65b2fe5472,GUAN_006.basePlot.cfc,D04,GUAN,GUAN_006,distributed,evergreenForest,WGS84,17.963818,-66.875667,20.1,98.9,0.19,NEON.DOC.001024vE,2018-05-02T14:04Z,2018-05-10,,31,Woody individual,pole pruner,xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=,A00000007237,,xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bEnxF+X+5CAk=,B00000013107,,,,,,,,Y,04227,NEON.PLA.D04.GUAN.04227,BUBU,Bucida buceras L.,OK,,,3.5,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
919bb8f5-f124-4baf-b65b-bf38c657147a,GUAN_009.basePlot.cfc,D04,GUAN,GUAN_009,distributed,evergreenForest,WGS84,17.97943,-66.867833,20.1,114.1,0.1,NEON.DOC.001024vE,2018-05-02T15:54Z,2018-05-20,,31,Woody individual,pole pruner,xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=,"",,xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKisEroHpX8h4=,B00000013143,,,,,,,,Y,04695,NEON.PLA.D04.GUAN.04695,ACFA,Acacia farnesiana (L.) Willd.,OK,,,4.3,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
953555fa-7e68-41e2-9055-2810f081346a,GUAN_009.basePlot.cfc,D04,GUAN,GUAN_009,distributed,evergreenForest,WGS84,17.97943,-66.867833,20.1,114.1,0.1,NEON.DOC.001024vE,2018-05-02T16:26Z,2018-05-20,,31,Woody individual,clippers,xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=,"",,xIqeKa1cF5zndmx1vcsWkkLyDyi82MtP4teqWaU3El4=,B00000013142,,,,,,,,Y,04561,NEON.PLA.D04.GUAN.04561,JAFL,Jasminum fluminense Vell.,OK,,,2.9,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
e9b0a539-9c9d-4903-bc7e-330a577cfe50,GUAN_009.basePlot.cfc,D04,GUAN,GUAN_009,distributed,evergreenForest,WGS84,17.97943,-66.867833,20.1,114.1,0.1,NEON.DOC.001024vE,2018-05-02T16:52Z,2018-05-20,,31,Woody individual,clippers,xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=,"",,xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZCptC2idX1LoEgDL69i1KeQ==,B00000013141,,,,,,,,Y,04632,NEON.PLA.D04.GUAN.04632,ACRE4,Acacia retusa (Jacq.) Howard,OK,,,1.7,,,,,,tvelazquez-rojas@battelleecology.org,amegill@battelleecology.org,,,20211222T012352Z,RELEASE-2022
5635709d-17d8-483b-bab4-b0acc1f8dbcd,UNDE_048.basePlot.cfc,D05,UNDE,UNDE_048,tower,mixedForest,WGS84,46.232136,-89.540445,20.1,526.9,0.18,NEON.DOC.001024vF,2019-06-10T18:08Z,2019-06-06,,41,Woody individual,line launcher,WnrB9gmiM7ICUKP/6ELhXj5y6vn4RtADOuvQ6Kg3HtI=,,OK,WnrB9gmiM7ICUKP/6ELhXj5y6vn4RtAD3R8fvmOzb5e6DJu55BWdbA==,B00000060566,OK,,,,,,,Y,01907,NEON.PLA.D05.UNDE.01907,POGR4,Populus grandidentata Michx.,OK,,,18.2,15.5,,,,,0000-0002-3030-0990,0000-0001-8511-9518,"",,20211222T014548Z,RELEASE-2022
2f9a718c-123b-446f-8b0a-1690415fcf28,UNDE_048.basePlot.cfc,D05,UNDE,UNDE_048,tower,mixedForest,WGS84,46.232136,-89.540445,20.1,526.9,0.18,NEON.DOC.001024vF,2019-06-10T18:50Z,2019-06-06,,41,Woody individual,line launcher,WnrB9gmiM7KpD1x1EWe05a64bF9ByiTXuaNgyvfkCgk=,,OK,WnrB9gmiM7KpD1x1EWe05a64bF9ByiTXs361Pm6nPVmvuEd/CiRRUQ==,B00000060564,OK,,,,,,,Y,01602,NEON.PLA.D05.UNDE.01602,POTR5,Populus tremuloides Michx.,OK,,,10.8,,,,,,0000-0002-3030-0990,0000-0001-8511-9518,"",,20211222T014548Z,RELEASE-2022
a1c3b953-e3be-477b-8250-59a4f90508d0,UNDE_048.basePlot.cfc,D05,UNDE,UNDE_048,tower,mixedForest,WGS84,46.232136,-89.540445,20.1,526.9,0.18,NEON.DOC.001024vF,2019-06-10T19:13Z,2019-06-06,,41,Woody individual,line launcher,WnrB9gmiM7ICUKP/6ELhXsEf57+R3R8X16FvbcPa00Q=,,OK,WnrB9gmiM7ICUKP/6ELhXsEf57+R3R8Xzk/n+/7dsRNKPROmTF7CFw==,B00000060567,OK,,,,,,,Y,05191,NEON.PLA.D05.UNDE.05191,POGR4,Populus grandidentata Michx.,OK,,,14.3,,,,,,0000-0002-3030-0990,0000-0001-8511-9518,"",,20211222T014548Z,RELEASE-2022
d5717bfb-b1b3-44dc-a8d0-b34a1629b2e9,UNDE_048.basePlot.cfc,D05,UNDE,UNDE_048,tower,mixedForest,WGS84,46.232136,-89.540445,20.1,526.9,0.18,NEON.DOC.001024vF,2019-06-10T19:53Z,2019-06-06,,39,Woody individual,clippers,WnrB9gmiM7Iw/caom31wxIo8cHK251QTLQ25AGcqNdY=,,OK,WnrB9gmiM7Iw/caom31wxIo8cHK251QTvy5ta3mjc7c=,B00000060577,OK,,,,,,,Y,02242,NEON.PLA.D05.UNDE.02242,ABBA,Abies balsamea (L.) Mill.,OK,,,2.7,,,,,,0000-0002-3030-0990,0000-0001-8511-9518,"",,20211222T014548Z,RELEASE-2022
9e43cbd9-7545-4761-a8fa-5f2f14c9c669,UNDE_048.basePlot.cfc,D05,UNDE,UNDE_048,tower,mixedForest,WGS84,46.232136,-89.540445,20.1,526.9,0.18,NEON.DOC.001024vF,2019-06-10T20:30Z,2019-06-06,,41,Woody individual,line launcher,WnrB9gmiM7L4lliF+zuO3aTksjTiYDu0dH1GELAoleg=,,OK,WnrB9gmiM7L4lliF+zuO3aTksjTiYDu06O0vAC3EIrg=,B00000060578,OK,,,,,,,Y,01511,NEON.PLA.D05.UNDE.01511,BEPA,Betula papyrifera Marshall,Other damage,,,6,,,,,,0000-0002-3030-0990,0000-0001-8511-9518,Old and dying,,20211222T014548Z,RELEASE-2022
a3e9f1c7-3c26-4aff-a76b-fb76ddb75ea4,UNDE_037.basePlot.cfc,D05,UNDE,UNDE_037,tower,mixedForest,WGS84,46.231276,-89.541941,20.2,524.4,0.21,NEON.DOC.001024vF,2019-06-11T15:00Z,2019-06-06,,41,Woody individual,line launcher,WnrB9gmiM7KhecQkNUNsj1iFGtK9TuT+zZlioCdTWHo=,,OK,WnrB9gmiM7KhecQkNUNsj1iFGtK9TuT+uv1dJQXwyf0=,B00000060565,OK,,,,,,,Y,04174,NEON.PLA.D05.UNDE.04174,ACRU,Acer rubrum L.,OK,,,18.3,,,,,,0000-0002-3030-0990,0000-0001-6914-6364,Used data sheet - no time recorded so time is approximation,,20211222T014548Z,RELEASE-2022
eac9d837-b1e7-48b1-baa2-3323b32648f7,UNDE_037.basePlot.cfc,D05,UNDE,UNDE_037,tower,mixedForest,WGS84,46.231276,-89.541941,20.2,524.4,0.21,NEON.DOC.001024vF,2019-06-11T16:30Z,2019-06-06,,39,Woody individual,clippers,WnrB9gmiM7JsbhQMGveVfxj0b1j/D16fQ2kkA037WD0=,,OK,WnrB9gmiM7JsbhQMGveVfxj0b1j/D16f3CChoOpfAV0=,B00000060568,OK,,,,,,,Y,03533,NEON.PLA.D05.UNDE.03533,ABBA,Abies balsamea (L.) Mill.,OK,,,2.7,,,,,,0000-0002-3030-0990,0000-0001-6914-6364,Used data sheet - no time recorded so time is approximation,,20211222T014548Z,RELEASE-2022
