uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,chlorophyllSampleID,chlorophyllSampleCode,collectDate,sampleCondition,extractionStartDate,extractionLength,freshMass,solventVolume,analyticalRepNumber,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,measurementQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release
fd900019-3bb9-43c0-bc1a-ad031ea28bb2,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=,,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhR/KZ9+6WK02M=,,2017-07-24T15:09Z,OK,2017-08-02,48,0.0952,20,1,11.39,3.8,2.41,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
5e78cb37-fe4c-419e-8f3b-72e1d7b1072e,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=,,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1OGpqMATVll8=,,2017-07-25T13:28Z,OK,2017-08-02,48,0.091,20,1,9.52,3.01,3.2,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
2bf33fd6-e28b-400e-addc-111223ed4f75,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=,,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgc/IyC2W4CbLcczd5U1Gcp6A==,,2017-07-25T13:29Z,OK,2017-08-02,48,0.0768,20,1,8.86,2.68,2.06,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
857ee70a-ee7c-443b-a745-3fed4f271e99,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,distributed,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=,,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNlHeU5uimg3Q=,,2017-07-25T14:26Z,OK,2017-08-02,48,0.081,20,1,9.94,2.83,2.22,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
5aac0396-261c-4ad1-af74-c3c9849a5215,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=,,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0a1o/meRcpHJw=,,2017-07-25T16:57Z,OK,2017-08-02,48,0.0778,20,1,9.58,3.37,3.23,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
fb7dae00-3216-40a1-8f04-d4905ffec7ee,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=,,HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzzH7t4xU4qXE=,,2017-07-26T13:50Z,OK,2017-08-02,48,0.0865,20,1,11.97,3.76,2.59,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
6eb1f752-01b7-48ce-b2b8-bd026f4405ae,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzjRrqnIHDlKA=,,HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzXEI8iQMvERw=,,2017-07-26T15:52Z,OK,2017-08-02,48,0.084,20,1,10.31,3.11,2.3,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
533689a9-f097-4a75-b950-23faf71735b0,SCBI_049.basePlot.cfc,D02,SCBI,SCBI_049,tower,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxjm4EVnGl/t4=,,HvxvVDlCk1+KVx888dV2UvUKxPneZWVxdsw0LplrtNE=,,2017-07-26T17:54Z,OK,2017-08-02,48,0.0997,20,1,12.56,3.64,3.47,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
4c8a8201-b53c-4f3b-aa41-5afddaa1d14c,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6a/pYcOYGxevurdOCSvVRwQ==,,2017-07-27T14:24Z,OK,2017-08-02,48,0.096,20,1,8.15,2.84,2.25,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
7276952a-5668-4c4b-b7a9-7d2ed7f634df,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=,,HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6K6c3cuI0Dzu+I3u6qeGLmg==,,2017-07-27T16:32Z,OK,2017-08-02,48,0.0802,20,1,7.93,3.4,0.79,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
cef32123-bd36-408c-919b-14f770ebef93,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=,,HvxvVDlCk19EVGeg9EptERY8d7QKUf5+STCgDN9r4PVO1+v22hhlJQ==,,2017-07-28T05:10Z,OK,2017-08-02,48,0.075,20,1,7.24,2.26,2.04,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
7726ea82-9d52-4b70-b8c6-3f71c868426a,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=,,HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3uK8zzomnuFncH5BEbQ0yMA==,,2017-07-28T13:30Z,OK,2017-08-02,48,0.0802,20,1,11.02,3.3,2.82,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
e0d8fed5-843f-46f9-8ada-3e4b97a95255,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=,,HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3+m18d9pHIYg=,,2017-07-28T14:47Z,OK,2017-08-02,48,0.0858,20,1,12.45,4.15,4.03,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
2a7a8d4a-af9e-407e-bf16-f6dff53e4acf,SCBI_002.basePlot.cfc,D02,SCBI,SCBI_002,distributed,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=,,HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJf9WF7QfSTQI=,,2017-07-28T15:15Z,OK,2017-08-02,48,0.0983,20,1,13.8,4.66,3.05,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
12a91e4f-0885-4e40-84f8-4be8be1cd81d,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,tower,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=,,HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds95foKDnOv2fISwfoRT6WqQ==,,2017-07-28T19:35Z,OK,2017-08-02,48,0.0782,20,1,10.3,2.91,2.65,A,OK,OK,"",EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
42633468-1526-4eca-986e-a1f25e890633,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=,,HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g65k6lpHDSiM=,,2017-07-31T14:15Z,OK,2017-08-09,48,0.0916,20,1,10.49,3.06,2.39,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
5ab683ea-6fa0-4b89-866a-81efeb01b9ef,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=,,HvxvVDlCk18ush1BqjuQDS9DQaX44XwvbHeUxF/wuvw=,,2017-07-31T15:20Z,OK,2017-08-09,48,0.0955,20,1,12.01,4.05,2.7,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
af2785fb-de1c-41e1-9853-19ae127b16ff,SCBI_013.basePlot.cfc,D02,SCBI,SCBI_013,distributed,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=,,HvxvVDlCk19fheKIYCBrr/6ub+ELkaNval2nAA9NeowUcqOewDRMWA==,,2017-07-31T16:45Z,OK,2017-08-09,48,0.1,20,1,14.42,3.91,3.56,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211222T010542Z,RELEASE-2022
279f7b25-e8b1-44b2-ab5c-5229e566599a,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=,,HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRD9kT8cLinni5xYSAXc7P6A==,,2017-08-01T13:20Z,OK,2017-08-09,48,0.0856,20,1,11.76,3.41,2.56,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
002e104c-384c-40ee-8c0d-45e36a371061,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=,,HvxvVDlCk19JlN37PLGpuXmwYTp0GGAS0AF8i8Whh5E=,,2017-08-01T14:15Z,OK,2017-08-09,48,0.0925,20,1,10.94,3.5,2.38,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
be6110a6-e2f4-4cb0-93f4-859bf85cfb72,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=,,HvxvVDlCk19LcyNt9GpiizHsoykg80ZnE15ksq6Q/mU=,,2017-08-01T18:05Z,OK,2017-08-09,48,0.0806,20,1,11.33,4.06,2.47,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
9b23e62b-2f96-4392-9f67-53fac93d256b,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpii5g5y6jx981iIgr5dxxPImk=,,HvxvVDlCk19LcyNt9Gpii5g5y6jx981i5E62QF3DX90=,,2017-08-01T18:44Z,OK,2017-08-09,48,0.0956,20,1,14.73,4.74,3.18,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
79c1dd08-b5e6-480f-bf45-a27a4595e7af,SCBI_008.basePlot.cfc,D02,SCBI,SCBI_008,distributed,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=,,HvxvVDlCk18b8byyzvtwUShRHIk63Dg7kN9UQO2N4yA=,,2017-08-01T20:14Z,OK,2017-08-09,48,0.0868,20,1,11.51,4.12,2.54,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
5ac13a84-fa71-440d-842b-7e6476e35167,SCBI_011.basePlot.cfc,D02,SCBI,SCBI_011,distributed,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=,,HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pojHhigE7qls=,,2017-08-01T21:20Z,OK,2017-08-09,48,0.0925,20,1,11.93,3.89,2.77,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
7fba1dc9-b613-4484-9f58-b840a3b22a71,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=,,HvxvVDlCk1///5x2e0+GBQoeE/Pusmmqu/ThDeFgn+jMPWeZ19THog==,,2017-08-02T14:00Z,OK,2017-08-09,48,0.099,20,1,13.29,4.14,3.22,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
9c95bbdb-3468-4c2f-8b37-c9920ec6125d,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=,,HvxvVDlCk19wFqR6DOcuD956vK5ubnMkVv04sYmc+6b9gd6aQmrfUw==,,2017-08-02T17:40Z,OK,2017-08-09,48,0.0875,20,1,17,6.44,3.66,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
254bb57b-4840-4c94-bd81-ba8e057d4577,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=,,HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfX/DWptAHxoPc=,,2017-08-02T18:40Z,OK,2017-08-09,48,0.093,20,1,14.8,4.91,4.01,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
27645884-1c78-4579-bbcf-072c24911bba,SCBI_067.basePlot.cfc,D02,SCBI,SCBI_067,tower,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=,,HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHlwJns5U6IwI=,,2017-08-02T19:32Z,OK,2017-08-09,48,0.0975,20,1,9.79,3.14,2.5,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
31bce05f-e290-4433-8c3e-ed1726c8ee6c,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=,,HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKph/B6VMfRQhOk=,,2017-08-03T02:40Z,OK,2017-08-09,48,0.0922,20,1,10.24,3.17,3.32,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
052360db-50c5-4ef9-99f8-06c3710fd849,SCBI_047.basePlot.cfc,D02,SCBI,SCBI_047,tower,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv97pyHjjtirpY=,,HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv9wno991h5BH0=,,2017-08-03T03:15Z,OK,2017-08-09,48,0.0794,20,1,10.99,3.73,2.52,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
208c7f40-66b1-4219-9f4a-ea4c45078b53,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11XV8Ce9pi0ok=,,HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11I9kR3Cu3S5o=,,2017-08-03T06:31Z,OK,2017-08-09,48,0.0932,20,1,13.08,4.24,2.81,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
eb776cf6-ca1e-465a-9497-c7abb9b24515,SCBI_006.basePlot.cfc,D02,SCBI,SCBI_006,distributed,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QWHs8qOOPWoY=,,HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/Qa/E+vku/Tm0=,,2017-08-03T13:00Z,OK,2017-08-09,48,0.0895,20,1,7.13,2.16,2.14,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
e444527a-1528-47dc-ba16-c1a2cd71c270,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7m6HIQuCRp2Fo=,,HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7morTT2uixqGk=,,2017-08-03T15:30Z,OK,2017-08-09,48,0.0957,20,1,14.52,5.17,2.95,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
55142502-a647-4e7a-a96e-ffb948f31be2,SCBI_010.basePlot.cfc,D02,SCBI,SCBI_010,distributed,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6I2JbqHTaCf8=,,HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6q/v56JD3Z1R3DPmyopYcgA==,,2017-08-03T19:00Z,OK,2017-08-09,48,0.101,20,1,9.69,3.6,2.14,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
ebee6be8-e6de-4ba6-9544-b992c6a0ff65,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,distributed,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4LYzPYLJBsTk=,,HvxvVDlCk1+aEj7OkevsmY/xu/u/XSP4UKR4FFVhlUw=,,2017-08-03T19:00Z,OK,2017-08-09,48,0.0845,20,1,10.66,3.45,1.89,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
87731232-34e6-4832-9a57-b741ad4725a2,SCBI_007.basePlot.cfc,D02,SCBI,SCBI_007,distributed,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnbGqpeDhNgXU=,,HvxvVDlCk18ZsGgk1hoFt8bQ45no0lsnn7xPNmjv0HMEHPrxUXAUSg==,,2017-08-03T20:17Z,OK,2017-08-09,48,0.0965,20,1,21.33,6.91,4.97,B,OK,absorbance value above optimal range,Corrective action: Meeting to emphasize need for strict adherance to the .2-.9 abs rule.,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
9c3793be-8509-4acb-b40b-28447067b524,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGF2GJcslaE7s=,,HvxvVDlCk1+REwHgcgryAVbeATlJvqsGQ9i8uaUw19E=,,2017-08-04T14:50Z,OK,2017-08-09,48,0.1066,20,1,13.76,4.59,3,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
4e4199cb-fd14-4f57-86f3-edfb10b540ba,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk18RCYUymFO3oBl5vr796w3lPmNA67uCTbc=,,HvxvVDlCk18RCYUymFO3oBl5vr796w3lr1FkqsMr89Zjr11uRnZEzQ==,,2017-08-04T15:35Z,OK,2017-08-09,48,0.1063,20,1,19.61,6.74,4.41,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
557787ea-5fd3-4148-835f-117d8ee9579c,SCBI_003.basePlot.cfc,D02,SCBI,SCBI_003,distributed,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nnsQqszjmR7+HQ=,,HvxvVDlCk1/+G3LXOot+Iz/QeZlP+nnsuz2tGDT368Opa8wnlH0PXA==,,2017-08-04T16:40Z,OK,2017-08-09,48,0.0743,20,1,12.71,4.03,2.83,B,OK,OK,8.20%,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,U3wVVQf3L21L1X990qsfZA==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T200933Z,RELEASE-2022
897cd4bc-6bfd-4d3b-a0dd-cacabe73ad6f,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=,A00000005671,xIqeKa1cF5wqK55/3DYW1xzc8KY/0EteVeo0bRkojd071DWALQxUlA==,B00000013156,2018-04-24T12:12Z,OK,2018-05-03,48,0.2,20,1,13.2,3.68,3.88,A,OK,OK,,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,oRIgwAyNbI9p3dxUK5sY7g==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T220318Z,RELEASE-2022
b6259755-631c-454a-973d-375999d967e8,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=,A00000007222,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm6QoXih2mMGg=,B00000013158,2018-04-24T12:50Z,OK,2018-05-03,48,0.197,20,1,13.02,3.13,2.6,A,OK,OK,,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,oRIgwAyNbI9p3dxUK5sY7g==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T220318Z,RELEASE-2022
0261ee6f-050a-477c-9814-6cccc4469217,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=,A00000007235,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSFw/5vz8XKW8=,B00000013157,2018-04-24T13:16Z,OK,2018-05-03,48,0.201,20,1,11.5,2.85,3.88,A,OK,OK,,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,oRIgwAyNbI9p3dxUK5sY7g==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T220318Z,RELEASE-2022
8fff00e3-ce51-4dce-9cc8-2f82086fb237,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=,A00000007244,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQhjB3EBZKe7M=,B00000013118,2018-04-24T15:54Z,OK,2018-05-03,48,0.202,20,1,12.76,3.78,3.42,A,OK,OK,,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,oRIgwAyNbI9p3dxUK5sY7g==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T220318Z,RELEASE-2022
74f2a638-eaf6-40fa-94c2-c67edb7cc403,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=,A00000007259,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdT9uRPFR7/zc4=,B00000013117,2018-04-24T16:16Z,OK,2018-05-03,48,0.198,20,1,12.22,3.25,3.33,A,OK,OK,,EcoAnalysts Inc.,NEON_ChlandCarotenoids_Methanol,oRIgwAyNbI9p3dxUK5sY7g==,oRIgwAyNbI9p3dxUK5sY7g==,,20211221T220318Z,RELEASE-2022
